FeatureID,Name,Formula,MW,Area: 2,Area: 10,Area: 14,Area: 19,Area: 23,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0111,"1-{[(3S,4S,5R)-2,3,4-Trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}-2-pyrrolidinecarboxylic acid (non-preferred name)",C11 H19 N O7,277.11616,379637191.9,229375470.7,61303559.44,474679144.6,152704.0001,343323281.8,407363289.6,59771436.63,38402785.31,411665059.4,194426787,276990336.6,111352.9936,"1-{[(3S,4S,5R)-2,3,4-Trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}-2-pyrrolidinecarboxylic acid (non-preferred name)",11,19,1,7,0,0,0,1.7272727272727273,0.6363636363636364,-0.18181818181818168,65.48181818181817,3,-4,-1.6666666666666667,-0.2307692307692308,-5,Amino Sugar,309092466.97132367,474306557.5053653,1.5345134812016286,0.6177813204067442,0.4012406624809965,0.4980061114130277,Upregulated
Feature0110,Valine,C5 H11 N O2,117.07893,342528852,250672733.5,145530791.4,138910573,5193858.657,334655086.3,382825729.4,192643993.6,463680664.6,63863453.34,342355863.7,29566812.7,375918.1143,Valine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,285970890.8781623,798801053.2653953,2.793294977724582,1.481967933241735,0.037490109353587486,0.12793357424187018,Upregulated
Feature0109,L-Tyrosine,C9 H11 N O3,181.07392,3393826.723,270127508.6,189117348.4,169164808.8,6397630.132,348656323.8,445441513.2,214830217.5,16665946.88,2002865.977,1060134.72,706004.5169,58908.07059,L-Tyrosine-peak3,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,139229697.67196655,490751161.4272793,3.5247592261782987,1.8175247113944548,0.283648625877339,0.3865653839390284,Upregulated
Feature0108,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13243,127396.3128,100662.9339,1046830.038,434715633.7,664636.1074,5048699.512,5860518.819,101269.5863,263142.7933,5503340.413,121747.7297,5452261.3,65420.26728,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak1,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,1955346.6047128832,332171.54664923367,0.16987860149633607,-2.5574239578412667,0.20913039875192024,0.3247160826961354,Downregulated
Feature0107,Tetrolic Acid,C4 H4 O2,84.02114,403014788.5,5326748.551,10368700.28,53478070.83,429763.7832,278883550.8,427389489.4,1920718.184,8075780.08,38866487.16,3232904.952,43163181.19,210608.0058,Tetrolic Acid-peak3,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,311603510.496162,10310225.621804487,0.03308764270783617,-4.917563677660593,0.14621752307510943,0.2779938093032945,Downregulated
Feature0106,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,607564.3405,356212.2805,560964.8759,414909789.1,297713.2706,955029.4691,1028836.813,613179.8165,243820.7053,169041904.8,852920.9276,158288026.1,818263.9764,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak3",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,631385.6172192143,1903544.372972837,3.014868126639531,1.5920948985750971,0.1177053215844203,0.2589517074857247,Upregulated
Feature0105,L-Tyrosine,C9 H11 N O3,181.0739,3392411.279,2210141.589,220876.3186,419308.6713,52525.52512,328822.2631,244591.6369,935100.8139,1346581.537,84394827.64,396991002.6,64664924.04,97084.17986,L-Tyrosine-peak2,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,1697967.5220655866,411406164.0016597,242.29330576428333,7.920610735405565,0.41992766061628567,0.4980061114130277,Upregulated
Feature0104,[Similar to: D-(+)-Glucose; ΔMass: 73.0528 Da],C9 H19 N O7,253.1162,304254795.5,111147329.6,205187050.7,373238496.3,4953566.982,284039762.4,331571967.5,741801.3449,18925366.28,312434966.1,95857137.15,279326087.7,77885.72952,[Similar to: D-(+)-Glucose; ΔMass: 73.0528 Da],9,19,1,7,0,0,0,2.111111111111111,0.7777777777777778,-0.22222222222222232,66.63333333333333,1,-6,-7,-0.7777777777777778,-7,Carbohydrate,250190338.574688,198971638.72008243,0.7952810642233672,-0.33046327436499584,0.7200705045874396,0.7295451164899058,Downregulated
Feature0103,L-Tyrosine,C9 H11 N O3,181.0739,373109698.7,7182370.657,2556935.041,7122795.359,53587.55048,4528615.244,28851858.38,581397.373,16950425.3,3638644.715,1439543.242,751957.5898,64421.49027,L-Tyrosine-peak1,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,181273255.94793764,8582131.900924092,0.04734361864934402,-4.400686208925201,0.42312435699333467,0.4980061114130277,Downregulated
Feature0102,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",C12 H23 N O7,293.14751,318314180.5,60570086.87,1258101.18,52327830.63,343059.9095,287350763.3,363905423.4,12115338.49,5763457.343,2437493.093,1079132.764,12201264.95,135492.2372,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",12,23,1,7,0,0,0,1.9166666666666667,0.5833333333333334,-0.5,74.55,2,-5,-1.5,-0.3333333333333333,-6,Amino Sugar,262768540.4444993,69316491.24527887,0.2637929606338075,-1.9225220283805375,0.1638355971090657,0.29050792942094505,Downregulated
Feature0101,muramic acid,C9 H17 N O7,251.10052,301796944.1,36492128.48,11083014.8,52269906.02,1974415.595,310005161.4,362707712.6,14306472.85,20536858.8,19749673.59,44039382.33,8473232.374,97079.37707,muramic acid,9,17,1,7,0,0,0,1.8888888888888888,0.7777777777777778,0,60.3,2,-5,-6,-0.5555555555555556,-6,Carbohydrate,258945698.46442932,94474872.18594937,0.36484433897220014,-1.4546470262174633,0.18100482435443754,0.3006680062989089,Downregulated
Feature0100,DL-Tryptophan,C11 H12 N2 O2,204.08986,8636328.769,150207321.2,116377244.5,100549822.8,3452009.793,161951332.7,191243350.6,143978301.8,356599838.3,4243932.017,8263184.449,64066.97188,78727.40201,DL-Tryptophan,11,12,2,2,0,0,0,1.0909090909090908,0.18181818181818185,-0.18181818181818168,65.48181818181817,7,5,0.42857142857142855,0.5,3,Phenol,65403435.78275247,309063399.26763994,4.72549179670379,2.240464482930282,0.23095711102103705,0.3453145155071816,Upregulated
Feature0099,Isoleucine,C6 H13 N O2,131.09459,9803000.939,752049.8923,116338.5442,662905.1376,191097.0652,2008247.307,1959503.594,769127.8648,3638124.385,54093117.19,348535203.8,19826332.07,193603.7946,Isoleucine-peak2,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,5307862.216851344,360067116.2110971,67.83656046458023,6.083991117287136,0.42585747569839394,0.4980061114130277,Upregulated
Feature0098,NP-019445,C10 H10 O4,194.05792,471493.5472,10784027.44,28887922.65,533166.5114,131787.0806,123064.2446,516403.9741,342683453.2,128802825.4,283200.8828,33268595.87,170654.7895,193446.4559,NP-019445,10,10,0,4,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Phenol,330020.34875204676,439151303.7506959,1330.679472981959,10.377947389023916,0.36142709451237404,0.47572455175132994,Upregulated
Feature0097,L-Glutamine,C5 H10 N2 O3,146.06916,3274948.923,164890437,161963782.5,95478673.21,8961794.685,4289940.731,929040.9599,75055290.21,337003299.6,56984395.26,169812577.5,66824240.75,49943.46765,L-Glutamine,5,10,2,3,0,0,0,2,0.6,0.3999999999999999,48.9,2,-1,-Inf,-1,-3,Amino Sugar,2481942.365012623,408880561.82021165,164.7421662904457,7.364066054567227,0.035034596101887236,0.12793357424187018,Upregulated
Feature0096,Isoleucine,C6 H13 N O2,131.09461,10115423.67,224127603.6,134631419.2,96861444.75,5921265.184,256959057.3,325628227.3,209857723.4,142417.4048,1068998.374,1694060.504,389475.1187,52335.70885,Isoleucine-peak1,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,105756425.3540141,444481301.94127506,4.202877512674972,2.071377411657296,0.2650981162250663,0.3711373627150928,Upregulated
Feature0095,[Similar to: NP-015005; ΔMass: -441.3129 Da],C29 H43 N5 O10 P2,683.24856,279559182.5,1665156.19,1133602.263,68304357.36,132607.1062,233035879.3,316321011.9,1772316.215,1326711.439,59775501.42,4651261.304,47620795.59,106288.6858,[Similar to: NP-015005; ΔMass: -441.3129 Da],29,43,5,10,0,2,0,1.4827586206896552,0.3448275862068966,-0.6206896551724137,77.98965517241379,12,2,-0.4166666666666667,0,-5,Phenol,226690863.63503468,8319554.01473598,0.036699996997365564,-4.768076244741277,0.12257977063397299,0.2615364378002078,Downregulated
Feature0094,N~2~-Acetyl-L-ornithine,C7 H14 N2 O3,174.10048,233968332.3,6285458.659,2223056.508,2870520.684,124393.1201,258711047.2,311743336.1,1227878.739,882674.6892,1972362.191,5801325.373,2227039.878,26267.42119,N~2~-Acetyl-L-ornithine,7,14,2,3,0,0,0,2,0.42857142857142855,-0.2857142857142856,68.44285714285714,2,-1,-1.5,-0.42857142857142855,-3,Protein,209173754.063083,13011343.919497238,0.06220352059835028,-4.006859953373136,0.08326029285291081,0.21019811638275845,Downregulated
Feature0093,"(4S,5S,8S,10R)-4,5,8-trihydroxy-10-methyl-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one",C10 H16 O5,216.09973,281071496.8,290793456.9,301486686.8,311346264.8,311714882,282154222.3,285421192.7,305785229.2,294058990.8,79202582.7,75018409.63,76430961.84,57424107.87,"(4S,5S,8S,10R)-4,5,8-trihydroxy-10-methyl-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one",10,16,0,5,0,0,0,1.6,0.5,-0.5999999999999996,77.39999999999999,3,-2,-0.4,0.06666666666666667,-2,Protein,231290587.60131198,690242675.8603117,2.9843094049729344,1.5773971179925173,0.19151960820172279,0.30744400401513045,Upregulated
Feature0092,Cyclo(leucylprolyl),C11 H18 N2 O2,210.13681,208248642,248248156,252135006.7,210491743.5,10853284.16,198695009.1,232810672.1,220788554.6,242356372,222467237.5,298523958.3,181346064.1,2204426.16,Cyclo(leucylprolyl),11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818185,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid,172999617.387044,784008212.0294753,4.531849398692311,2.1800999186672825,0.0035242770268263694,0.055581944815959766,Upregulated
Feature0091,Adenine,C5 H5 N5,135.05449,271069273.1,7538443.903,3171489.706,1108039.264,158242.8143,261585760.5,286452195.9,9426355.145,15781235.69,872804.5259,7982734.082,773124.5518,136461.5236,Adenine,5,5,5,0,0,0,0,1,0,2,3.299999999999997,6,6,Inf,Inf,1,Unsaturated HC,222982242.15459266,25833732.843070533,0.1158555613821486,-3.1096007957353726,0.1322405437564254,0.2644810875128508,Downregulated
Feature0090,[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,413.15343,189464935,30357526.01,13917529.68,36185016.45,69837.85636,232972840.6,270469885.1,19498633.86,17448365.19,15517201.18,40429067.53,10095056.2,87499.66774,[Similar to: Muramic acid; ΔMass: 162.0529 Da],15,27,1,12,0,0,0,1.8,0.8,0,60.3,3,-9,-5,-0.5,-10,Carbohydrate,176671703.103198,91257620.9976014,0.5165378461557918,-0.9530540372569094,0.19290231481456954,0.30744400401513045,Downregulated
Feature0089,Linamarin,C10 H17 N O6,247.10556,100994167.6,13514004.06,11311158.74,270100837.6,63465.26645,97457007.42,108811369.4,9586004.387,6952471.28,192183001,11074188.7,176056495.6,81380.40432,Linamarin,10,17,1,6,0,0,0,1.7,0.6,-0.20000000000000015,66,3,-3,-1.3333333333333333,-0.16666666666666666,-4,Amino Sugar,83422607.53176524,34548037.07636953,0.41413278844364226,-1.2718346640888074,0.24057012147053894,0.35140746450397126,Downregulated
Feature0088,"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,221.14158,1716439.868,1938729.378,2484424.591,7164835.089,266049.348,3006915.615,11155569.3,5520480.409,3940401.547,269305248.1,250064577.6,253360862.6,5082639.04,"3,4-Methylenedioxy-N-propylamphetamine-peak2",13,19,1,2,0,0,0,1.4615384615384617,0.15384615384615383,-0.9230769230769234,86.6076923076923,5,3,0.2,0.2727272727272727,2,Phenol,3205737.6814299566,265322348.8173324,82.76483455096123,6.370946014843421,0.40933026779995046,0.4980061114130277,Upregulated
Feature0087,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",C9 H15 N3 O2,197.11649,10196544.3,138856573.2,261934517.5,15978507.32,10594555.92,12002237.14,10583325.55,10433479.23,144225679.7,12414971.73,127631154.9,10677657.39,57391.46397,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",9,15,3,2,0,0,0,1.6666666666666667,0.2222222222222222,-0.22222222222222232,66.63333333333333,4,2,-0.25,0,-1,Lipid,8752269.65886087,267643400.47687343,30.579885093680705,4.934511080556372,0.1550715350138245,0.28565343752851385,Upregulated
Feature0086,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,256843719.9,9890441.542,10768697.69,83055546.89,123583.7638,244606080.2,224463407.1,6210229.663,12841499.06,74118355.71,10091832.98,72070005.5,74975.06891,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak1",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,202912000.92422533,26399340.309115667,0.130102409856843,-2.942280409877638,0.1585834522862944,0.2873159017892863,Downregulated
Feature0085,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,177213.1932,588990.5784,566241.6862,234760098.8,196110.2156,670183.315,301008.5927,761815.1756,179631.0311,234092696.8,513121.553,255870744.8,661643.4254,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak2",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,256089.32196716467,1933889.5476532632,7.551621179664895,2.916786395006095,0.03747709421314761,0.12793357424187018,Upregulated
Feature0084,DL-α-AMINOSUBERIC ACID,C8 H15 N O4,189.10013,503578.7774,2579018.993,1410491.595,251875394.1,294119.087,687856.6743,970428.0596,811249.8754,1297409.299,187206150.1,1918179.678,118319503.2,559017.9013,DL-α-AMINOSUBERIC ACID,8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,523792.18275394867,5217951.108917466,9.961872820405565,3.316416992767034,0.06236256400252377,0.17461517920706654,Upregulated
Feature0083,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,265.11614,148198486.6,8691371.065,5979888.834,159721711.1,711691.8376,99799389.94,143461123.1,10207221.11,6504109.583,251003372.1,10883050.4,221214911.5,65173.70025,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose-peak1,10,19,1,7,0,0,0,1.9,0.7,-0.20000000000000015,66,2,-5,-3,-0.4545454545454546,-6,Amino Sugar,111811990.57603657,30750012.015261233,0.27501533473147505,-1.8624160299800754,0.23929646673675017,0.35140746450397126,Downregulated
Feature0082,8-hydroxy-deoxyguanosine,C10 H13 N5 O5,283.0917,166379993.7,129282710.1,145852985.8,113610042.6,5843142.589,172361915.9,203843053.3,94659852.16,247516549.2,79665983.6,161875535.7,65000565.74,90521.09176,8-hydroxy-deoxyguanosine-peak2,10,13,5,5,0,0,0,1.3,0.5,1.2000000000000002,26.09999999999999,7,2,-Inf,-0.2,-3,Phenol,143665925.695589,391448141.3857113,2.7247110926994846,1.446103265769804,0.026330706586346148,0.11494235479409805,Upregulated
Feature0081,2'-Deoxyadenosine,C10 H13 N5 O3,251.10185,142952.5299,192317048.7,144903511.1,135492082.7,635632.7733,71800293.11,90143788.49,159880832.3,210344750.5,83568175.03,247400759.2,63733379.95,255873.3099,2'-Deoxyadenosine-peak2,10,13,5,3,0,0,0,1.3,0.3,0.7999999999999998,37.5,7,4,-0.5,0.14285714285714285,-1,Phenol,28147582.6775135,611088869.2769043,21.710172282932493,4.440299269515967,0.01459944779545249,0.08327092446295123,Upregulated
Feature0080,Tetrolic Acid,C4 H4 O2,84.02114,163760794.4,15939371.68,17099827.76,134724750.8,259443.2698,166631497.5,246608510.8,17212461.35,1244723.48,121185912.7,938714.6653,100680648.4,88092.19424,Tetrolic Acid-peak2,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,148461150.7715926,35091056.21101754,0.23636524456829192,-2.0809101794024634,0.10117624963607912,0.2427088760588366,Downregulated
Feature0079,"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,303.29265,636593.3834,8079928.77,1209554.527,3343285.572,2430761.177,168255.3974,26194617.03,241414930.5,229706125.6,223281446.5,211576635.7,211489111.4,3047993.997,"2-Hexyl-3,5-dipentylpyridine-peak2",21,37,1,0,0,0,0,1.761904761904762,0,-1.6190476190476186,106.44285714285712,4,4,0.15,0.15,3,Lipid,4666364.7370623425,503329216.61607784,107.86323936884177,6.753059456671923,0.1803878735061961,0.3006680062989089,Upregulated
Feature0078,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,217.97633,182714213.9,149791434.5,164750782,163501490.3,5817527.194,188540167.5,240466939,104273182,182510976,140534207,151219056.5,103256156.5,303030.0259,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],4,7,2,5,1,0,1,1.75,1.25,2.75,-18.075000000000003,2.5,-2.5,1.375,2,-5.5,Carbohydrate,160383616.22178298,409938093.04365134,2.5559848487065997,1.3538792843441256,0.018179672305327042,0.0903119204845279,Upregulated
Feature0077,"2,3-DIHYDRO-3,5-DIHYDROXY-6-METHYL-4H-PYRAN-4-ONE",C6 H8 O4,144.04224,193605020.1,3534885.434,3061729.609,160919787.8,1398326.758,217118161,239518460.1,4895966.621,3976282.118,140570611.1,5950058.943,116556217.5,771451.2478,"2,3-DIHYDRO-3,5-DIHYDROXY-6-METHYL-4H-PYRAN-4-ONE",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Other,170591956.307838,14932622.59190799,0.08753415410139063,-3.5140101518173092,0.09361526578859324,0.22883731637211682,Downregulated
Feature0076,(+)-Piperitol,C20 H20 O6,356.12607,246035.7965,251618.3539,271926.5883,228546938.7,256521.8799,423841.8008,252350.8217,279032.4511,280873.0558,210695743.2,245557.2911,236600897,460780.9497,(+)-Piperitol-peak2,20,20,0,6,0,0,0,1,0.3,-0.4000000000000003,71.7,11,5,0.35714285714285715,0.4705882352941176,5,Phenol,235289.40869727498,799726.3616089356,3.398905059249264,1.765070064008673,0.007812526846573787,0.07077230202190371,Upregulated
Feature0075,Methyl piperonyl ketone,C10 H10 O3,178.06303,524896.5759,613637.8521,666981.8267,198515820.7,568500.0859,560374.5297,576433.0612,588409.3331,574218.0281,174089564.4,924645.0453,234300687.2,1034803.801,Methyl piperonyl ketone,10,10,0,3,0,0,0,1,0.3,-0.4000000000000003,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Phenol,445249.1892597263,2179235.99735679,4.894418788229574,2.291137550099961,0.025946959699780926,0.11494235479409805,Upregulated
Feature0074,"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,303.29263,637165.3573,8087188.518,1210641.302,335459.58,2432945.196,154866.3027,2139749.696,1348716.7,6487456.385,223281446.5,211576635.7,211489111.4,554053.8385,"2-Hexyl-3,5-dipentylpyridine-peak1",21,37,1,0,0,0,0,1.761904761904762,0,-1.6190476190476186,106.44285714285712,4,4,0.15,0.15,3,Lipid,682551.3367361767,226426341.36754057,331.73525445025984,8.373888529358814,0.40082005408063487,0.4980061114130277,Upregulated
Feature0073,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,195601.4677,186560.5051,274952.4172,221280831.3,194064.1974,203498.821,195923.7725,197953.1811,204297.1045,209527461.9,182443.883,221437057.9,375190.8792,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak3",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,161819.8823085666,583034.8014193176,3.6029861911996477,1.8491931225040967,0.005968001833987498,0.06127148549560498,Upregulated
Feature0072,benzylidenemethylamine,C8 H9 N,119.07346,127814768.9,98204792.99,71344178.53,49024505.79,1863299.011,129979318.5,162604828.1,85141545.64,218477175.5,131798.0298,6993253.361,120741.3877,56543.47433,benzylidenemethylamine-peak2,8,9,1,0,0,0,0,1.125,0,-0.75,81.675,5,5,0.5714285714285714,0.5714285714285714,4,Unsaturated HC,110914964.0741086,193329874.3032782,1.7430459083420295,0.8016105676650713,0.44939242895160714,0.5126402522855371,Upregulated
Feature0071,2'-Deoxyadenosine,C10 H13 N5 O3,251.10182,92761423.95,1224261.162,2188624.219,2700611.339,166488.644,1992058.771,752669.2118,1258292.001,210344750.5,1769957.634,3490995.252,1226706.097,101040.4297,2'-Deoxyadenosine-peak1,10,13,5,3,0,0,0,1.3,0.3,0.7999999999999998,37.5,7,4,-0.5,0.14285714285714285,-1,Phenol,44163646.059109874,6138423.431080457,0.1389926778886104,-2.846919210874043,0.473697176550634,0.5248155768978247,Downregulated
Feature0070,Υ-Aminobutyric acid (GABA),C4 H9 N O2,103.06331,195927890.7,91194369.82,135068914.9,132764699,15142642.91,180200196.1,210069254.4,29235976.56,96709403.74,96801716.39,85624889.66,62415523.64,144686.5607,Υ-Aminobutyric acid (GABA),4,9,1,2,0,0,0,2.25,0.5,-0.5,74.55,1,-1,-2,-0.5,-2,Protein,160044839.19477674,203448848.598014,1.2711990565994695,0.34618995912586964,0.6071143955705662,0.6403809377936109,Upregulated
Feature0069,AMIDINOPROLINE,C6 H11 N3 O2,157.08515,3268597.179,168206411.2,165700537.1,207382568.3,3884298.029,119910914.4,143125844.8,150583162.5,201259300.4,1708231.124,6275531.487,4586869.433,405019.8987,AMIDINOPROLINE-peak3,6,11,3,2,0,0,0,1.8333333333333333,0.3333333333333333,0.3333333333333335,50.8,3,1,-2,-0.5,-2,Protein,47206564.04363228,330752989.51861984,7.006504205917425,2.808694811891431,0.21085459915333465,0.3247160826961354,Upregulated
Feature0068,"3-Morpholino-4-tetrahydro-1H-pyrrol-1-ylcyclobut-3-ene-1,2-dione",C12 H16 N2 O3,236.11601,120125.7388,126132.3516,204233914.8,197265.2551,1892053.508,173881.4262,128628.8168,125318.844,79279624.93,115751.8644,115960.097,113760.2027,272215.2989,"3-Morpholino-4-tetrahydro-1H-pyrrol-1-ylcyclobut-3-ene-1,2-dione",12,16,2,3,0,0,0,1.3333333333333333,0.25,-0.33333333333333304,69.79999999999998,6,3,0.14285714285714285,0.29411764705882354,1,Phenol,109717.3063692583,376762.648351653,3.43394001201271,1.7798648369149743,0.003398098713223495,0.055581944815959766,Upregulated
Feature0067,8-hydroxy-deoxyguanosine,C10 H13 N5 O5,283.09172,11086837.17,129282710.1,145852985.8,113610042.6,5843142.589,172361915.9,203843053.3,94659852.16,8856113.516,79665983.6,5829097.695,264834.9642,114213.2985,8-hydroxy-deoxyguanosine-peak1,10,13,5,5,0,0,0,1.3,0.5,1.2000000000000002,26.09999999999999,7,2,-Inf,-0.2,-3,Phenol,70550755.46342774,230937303.78331774,3.273349835396611,1.7107677969506383,0.2685665309432636,0.37260581770506845,Upregulated
Feature0066,Penicillic acid,C8 H10 O4,170.05795,569873.2685,7669348.869,128685226.6,745744.5671,1467678.555,632857.8907,506951.6386,3759523.743,201428792.3,429649.3422,17143428.37,588243.1933,705744.2678,Penicillic acid,8,10,0,4,0,0,0,1.25,0.5,-0.25,67.425,4,0,0,0.3333333333333333,0,Phenol,468208.9878406527,28837191.1967969,61.59042638158661,5.944634210658074,0.14614906391756563,0.2779938093032945,Upregulated
Feature0065,AMIDINOPROLINE,C6 H11 N3 O2,157.08515,132463442.4,7609735.453,585062.9141,10486912.2,249835.2104,923743.5337,455071.0839,7407394.126,201259300.4,5287357.534,6146251.297,4487636.337,304704.7277,AMIDINOPROLINE-peak2,6,11,3,2,0,0,0,1.8333333333333333,0.3333333333333333,0.3333333333333335,50.8,3,1,-2,-0.5,-2,Protein,62611104.082388796,21679728.0098224,0.34626011356219566,-1.5300718848867219,0.5784230202908062,0.6143251387916148,Downregulated
Feature0064,"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,221.14159,1680037.796,175017724.6,168735453.1,170952026.2,172348640.2,191748902.2,169838496.6,197661146.6,171044968.9,698637.0328,605922.6837,1768558.15,10977252.85,"3,4-Methylenedioxy-N-propylamphetamine-peak1",13,19,1,2,0,0,0,1.4615384615384617,0.15384615384615383,-0.9230769230769234,86.6076923076923,5,3,0.2,0.2727272727272727,2,Phenol,64046525.62469764,385322808.7832744,6.016295263871209,2.5888753724127733,0.25005801266226424,0.35989657897185695,Upregulated
Feature0063,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,777121.2662,757096.5716,1181498.064,165804598.9,768393.3085,1123813.319,978534.3407,965701.5111,921494.3883,194486219.4,927730.915,151041593.5,1068954.92,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak1",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,733824.6489843123,2746052.3111300133,3.7421096646601173,1.9038518382000313,0.019316533418266238,0.09296081707540627,Upregulated
Feature0062,Hordenine,C10 H15 N O,165.1154,5628214.269,88917.9499,134558.3478,96082475.32,65938.3559,161979707.4,192665749.6,151887.6877,133656.8928,2203548.504,102892.1782,3251982.108,64660.87714,Hordenine-peak2,10,15,1,1,0,0,0,1.5,0.1,-1,88.8,4,3,0.25,0.29411764705882354,2,Lipid,64227794.33239254,360647.109264376,0.005615125243098809,-7.476466082947616,0.151815985232246,0.28511782592397417,Downregulated
Feature0061,Lactamide,C3 H7 N O2,89.04769,147764258.6,136798901.5,123721801.8,59774526.92,6209626.784,154364535.5,180645989.5,89495362.42,191984064.6,36220574.24,163372184.5,23698726.98,354480.9339,Lactamide,3,7,1,2,0,0,0,2.3333333333333335,0.6666666666666666,0,60.3,1,-1,-Inf,-1,-2,Other,127763090.0772495,393760187.846547,3.08195573235171,1.6238461398620048,0.023748975617348123,0.11082855288095791,Upregulated
